Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,Herring CPUE
BITS,2000,1,21,126417,Clupea harengus,110,746.284208
BITS,2000,1,21,126417,Clupea harengus,115,1199.075025
BITS,2000,1,21,126417,Clupea harengus,120,1887.313849
BITS,2000,1,21,126417,Clupea harengus,125,2606.670012
BITS,2000,1,21,126417,Clupea harengus,130,2917.909506
BITS,2000,1,21,126417,Clupea harengus,135,1661.147621
BITS,2000,1,21,126417,Clupea harengus,140,1782.820195
BITS,2000,1,21,126417,Clupea harengus,145,1322.711857
BITS,2000,1,21,126417,Clupea harengus,150,815.77265
BITS,2000,1,21,126417,Clupea harengus,155,745.318144
BITS,2000,1,21,126417,Clupea harengus,160,434.39519
BITS,2000,1,21,126417,Clupea harengus,165,312.948625
BITS,2000,1,21,126417,Clupea harengus,170,128.382684
BITS,2000,1,21,126417,Clupea harengus,175,47.900816
BITS,2000,1,21,126417,Clupea harengus,180,51.24978
BITS,2000,1,21,126417,Clupea harengus,185,34.739983
BITS,2000,1,21,126417,Clupea harengus,190,6.734598
BITS,2000,1,21,126417,Clupea harengus,195,46.615065
BITS,2000,1,21,126417,Clupea harengus,200,4.730916
BITS,2000,1,21,126417,Clupea harengus,205,6.456308
BITS,2000,1,21,126417,Clupea harengus,210,86.754509
BITS,2000,1,21,126417,Clupea harengus,215,26.639523
BITS,2000,1,21,126417,Clupea harengus,220,0.779209
BITS,2000,1,21,126417,Clupea harengus,225,2.059339
BITS,2000,1,22,126417,Clupea harengus,0,0
BITS,2000,1,22,126417,Clupea harengus,75,0.967918
BITS,2000,1,22,126417,Clupea harengus,80,2.903174
BITS,2000,1,22,126417,Clupea harengus,85,4.25531
BITS,2000,1,22,126417,Clupea harengus,90,7.528366
BITS,2000,1,22,126417,Clupea harengus,95,8.085177
BITS,2000,1,22,126417,Clupea harengus,100,8.401187
BITS,2000,1,22,126417,Clupea harengus,105,17.508682
BITS,2000,1,22,126417,Clupea harengus,110,41.038405
BITS,2000,1,22,126417,Clupea harengus,115,92.883405
BITS,2000,1,22,126417,Clupea harengus,120,279.164235
BITS,2000,1,22,126417,Clupea harengus,125,454.679253
BITS,2000,1,22,126417,Clupea harengus,130,635.281631
BITS,2000,1,22,126417,Clupea harengus,135,743.56132
BITS,2000,1,22,126417,Clupea harengus,140,509.588026
BITS,2000,1,22,126417,Clupea harengus,145,471.306897
BITS,2000,1,22,126417,Clupea harengus,150,371.074946
BITS,2000,1,22,126417,Clupea harengus,155,356.826494
BITS,2000,1,22,126417,Clupea harengus,160,161.190132
BITS,2000,1,22,126417,Clupea harengus,165,131.24492
BITS,2000,1,22,126417,Clupea harengus,170,55.116605
BITS,2000,1,22,126417,Clupea harengus,175,14.032547
BITS,2000,1,22,126417,Clupea harengus,180,11.534928
BITS,2000,1,22,126417,Clupea harengus,185,6.734076
BITS,2000,1,22,126417,Clupea harengus,190,25.892543
BITS,2000,1,22,126417,Clupea harengus,195,6.93356
BITS,2000,1,22,126417,Clupea harengus,200,6.411479
BITS,2000,1,22,126417,Clupea harengus,205,2.568892
BITS,2000,1,22,126417,Clupea harengus,210,19.136547
BITS,2000,1,22,126417,Clupea harengus,215,2.443166
BITS,2000,1,22,126417,Clupea harengus,220,1.091612
BITS,2000,1,22,126417,Clupea harengus,225,2.056464
BITS,2000,1,22,126417,Clupea harengus,230,1.738838
BITS,2000,1,22,126417,Clupea harengus,235,1.79329
BITS,2000,1,22,126417,Clupea harengus,240,1.988257
BITS,2000,1,22,126417,Clupea harengus,245,0.387283
BITS,2000,1,22,126417,Clupea harengus,250,0.967918
BITS,2000,1,22,126417,Clupea harengus,255,0.967918
BITS,2000,1,22,126417,Clupea harengus,260,0.387283
BITS,2000,1,22,126417,Clupea harengus,270,0.387283
BITS,2000,1,23,126417,Clupea harengus,75,20.39656
BITS,2000,1,23,126417,Clupea harengus,95,20.39656
BITS,2000,1,23,126417,Clupea harengus,100,20.39656
BITS,2000,1,23,126417,Clupea harengus,110,40.79312
BITS,2000,1,23,126417,Clupea harengus,115,61.189681
BITS,2000,1,23,126417,Clupea harengus,120,286.751643
BITS,2000,1,23,126417,Clupea harengus,125,368.337885
BITS,2000,1,23,126417,Clupea harengus,130,226.362164
BITS,2000,1,23,126417,Clupea harengus,135,84.986342
BITS,2000,1,23,126417,Clupea harengus,140,20.39656
BITS,2000,1,23,126417,Clupea harengus,145,103.982802
BITS,2000,1,23,126417,Clupea harengus,150,20.39656
BITS,2000,1,23,126417,Clupea harengus,155,20.39656
BITS,2000,1,23,126417,Clupea harengus,170,1.400101
BITS,2000,1,23,126417,Clupea harengus,180,20.39656
BITS,2000,1,23,126417,Clupea harengus,185,40.79312
BITS,2000,1,23,126417,Clupea harengus,195,20.39656
BITS,2000,1,23,126417,Clupea harengus,200,20.39656
BITS,2000,1,23,126417,Clupea harengus,220,20.39656
BITS,2000,1,23,126417,Clupea harengus,235,20.39656
BITS,2000,1,24,126417,Clupea harengus,0,0
BITS,2000,1,24,126417,Clupea harengus,80,5.937028
BITS,2000,1,24,126417,Clupea harengus,85,8.362189
BITS,2000,1,24,126417,Clupea harengus,90,21.726444
BITS,2000,1,24,126417,Clupea harengus,95,35.533306
BITS,2000,1,24,126417,Clupea harengus,100,61.103863
BITS,2000,1,24,126417,Clupea harengus,105,149.907354
BITS,2000,1,24,126417,Clupea harengus,110,342.420185
BITS,2000,1,24,126417,Clupea harengus,115,532.704858
BITS,2000,1,24,126417,Clupea harengus,120,691.002569
BITS,2000,1,24,126417,Clupea harengus,125,708.922349
BITS,2000,1,24,126417,Clupea harengus,130,1019.495537
BITS,2000,1,24,126417,Clupea harengus,135,950.871735
BITS,2000,1,24,126417,Clupea harengus,140,765.989179
BITS,2000,1,24,126417,Clupea harengus,145,469.382125
BITS,2000,1,24,126417,Clupea harengus,150,286.315109
BITS,2000,1,24,126417,Clupea harengus,155,135.294824
BITS,2000,1,24,126417,Clupea harengus,160,59.452468
BITS,2000,1,24,126417,Clupea harengus,165,37.140063
BITS,2000,1,24,126417,Clupea harengus,170,74.403109
BITS,2000,1,24,126417,Clupea harengus,175,121.550527
BITS,2000,1,24,126417,Clupea harengus,180,167.166644
BITS,2000,1,24,126417,Clupea harengus,185,128.324804
BITS,2000,1,24,126417,Clupea harengus,190,147.797174
BITS,2000,1,24,126417,Clupea harengus,195,78.251705
BITS,2000,1,24,126417,Clupea harengus,200,43.88382
BITS,2000,1,24,126417,Clupea harengus,205,30.61778
BITS,2000,1,24,126417,Clupea harengus,210,35.323146
BITS,2000,1,24,126417,Clupea harengus,215,25.840591
BITS,2000,1,24,126417,Clupea harengus,220,34.484293
BITS,2000,1,24,126417,Clupea harengus,225,27.054694
BITS,2000,1,24,126417,Clupea harengus,230,27.473683
BITS,2000,1,24,126417,Clupea harengus,235,23.861867
BITS,2000,1,24,126417,Clupea harengus,240,17.442186
BITS,2000,1,24,126417,Clupea harengus,245,7.83943
BITS,2000,1,24,126417,Clupea harengus,250,15.359182
BITS,2000,1,24,126417,Clupea harengus,255,6.942248
BITS,2000,1,24,126417,Clupea harengus,260,6.098234
BITS,2000,1,24,126417,Clupea harengus,265,5.661106
BITS,2000,1,24,126417,Clupea harengus,270,3.168395
BITS,2000,1,24,126417,Clupea harengus,275,3.039562
BITS,2000,1,24,126417,Clupea harengus,280,2.141397
BITS,2000,1,24,126417,Clupea harengus,285,1.955123
BITS,2000,1,24,126417,Clupea harengus,290,1.254453
BITS,2000,1,24,126417,Clupea harengus,295,0.356586
BITS,2000,1,24,126417,Clupea harengus,300,0.50831
BITS,2000,1,24,126417,Clupea harengus,305,0.220825
BITS,2000,1,24,126417,Clupea harengus,310,0.572088
BITS,2000,1,25,126417,Clupea harengus,0,0
BITS,2000,1,25,126417,Clupea harengus,85,0.018932
BITS,2000,1,25,126417,Clupea harengus,95,0.208162
BITS,2000,1,25,126417,Clupea harengus,100,1.285155
BITS,2000,1,25,126417,Clupea harengus,105,0.592644
BITS,2000,1,25,126417,Clupea harengus,110,0.946451
BITS,2000,1,25,126417,Clupea harengus,115,3.432014
BITS,2000,1,25,126417,Clupea harengus,120,5.725091
BITS,2000,1,25,126417,Clupea harengus,125,11.298315
BITS,2000,1,25,126417,Clupea harengus,130,14.015833
BITS,2000,1,25,126417,Clupea harengus,135,19.425957
BITS,2000,1,25,126417,Clupea harengus,140,22.907592
BITS,2000,1,25,126417,Clupea harengus,145,27.32064
BITS,2000,1,25,126417,Clupea harengus,150,28.386951
BITS,2000,1,25,126417,Clupea harengus,155,29.066149
BITS,2000,1,25,126417,Clupea harengus,160,38.181645
BITS,2000,1,25,126417,Clupea harengus,165,57.829455
BITS,2000,1,25,126417,Clupea harengus,170,90.395455
BITS,2000,1,25,126417,Clupea harengus,175,114.484548
BITS,2000,1,25,126417,Clupea harengus,180,159.12692
BITS,2000,1,25,126417,Clupea harengus,185,153.743955
BITS,2000,1,25,126417,Clupea harengus,190,159.087366
BITS,2000,1,25,126417,Clupea harengus,195,130.11904
BITS,2000,1,25,126417,Clupea harengus,200,109.35056
BITS,2000,1,25,126417,Clupea harengus,205,76.219925
BITS,2000,1,25,126417,Clupea harengus,210,69.04771
BITS,2000,1,25,126417,Clupea harengus,215,39.019824
BITS,2000,1,25,126417,Clupea harengus,220,31.801322
BITS,2000,1,25,126417,Clupea harengus,225,19.446835
BITS,2000,1,25,126417,Clupea harengus,230,10.680836
BITS,2000,1,25,126417,Clupea harengus,235,7.056204
BITS,2000,1,25,126417,Clupea harengus,240,2.974275
BITS,2000,1,25,126417,Clupea harengus,245,4.458077
BITS,2000,1,25,126417,Clupea harengus,250,1.8805
BITS,2000,1,25,126417,Clupea harengus,255,1.407883
BITS,2000,1,25,126417,Clupea harengus,260,0.840105
BITS,2000,1,25,126417,Clupea harengus,265,0.208126
BITS,2000,1,25,126417,Clupea harengus,270,0.114888
BITS,2000,1,25,126417,Clupea harengus,275,0.446458
BITS,2000,1,25,126417,Clupea harengus,280,0.00932
BITS,2000,1,25,126417,Clupea harengus,285,0.014214
BITS,2000,1,25,126417,Clupea harengus,290,0.028253
BITS,2000,1,25,126417,Clupea harengus,295,0.041053
BITS,2000,1,25,126417,Clupea harengus,300,0.216122
BITS,2000,1,25,126417,Clupea harengus,305,0.065058
BITS,2000,1,25,126417,Clupea harengus,330,0.018932
BITS,2000,1,26,126417,Clupea harengus,0,0
BITS,2000,1,26,126417,Clupea harengus,70,0.766152
BITS,2000,1,26,126417,Clupea harengus,80,1.165183
BITS,2000,1,26,126417,Clupea harengus,85,13.893674
BITS,2000,1,26,126417,Clupea harengus,90,34.849974
BITS,2000,1,26,126417,Clupea harengus,95,30.038356
BITS,2000,1,26,126417,Clupea harengus,100,34.056927
BITS,2000,1,26,126417,Clupea harengus,105,27.843927
BITS,2000,1,26,126417,Clupea harengus,110,59.911161
BITS,2000,1,26,126417,Clupea harengus,115,55.513371
BITS,2000,1,26,126417,Clupea harengus,120,81.010724
BITS,2000,1,26,126417,Clupea harengus,125,60.395605
BITS,2000,1,26,126417,Clupea harengus,130,37.447021
BITS,2000,1,26,126417,Clupea harengus,135,31.412559
BITS,2000,1,26,126417,Clupea harengus,140,12.443104
BITS,2000,1,26,126417,Clupea harengus,145,9.666204
BITS,2000,1,26,126417,Clupea harengus,150,22.827069
BITS,2000,1,26,126417,Clupea harengus,155,35.290234
BITS,2000,1,26,126417,Clupea harengus,160,76.178565
BITS,2000,1,26,126417,Clupea harengus,165,99.757397
BITS,2000,1,26,126417,Clupea harengus,170,142.834863
BITS,2000,1,26,126417,Clupea harengus,175,148.378807
BITS,2000,1,26,126417,Clupea harengus,180,163.830561
BITS,2000,1,26,126417,Clupea harengus,185,153.812228
BITS,2000,1,26,126417,Clupea harengus,190,124.598173
BITS,2000,1,26,126417,Clupea harengus,195,119.262576
BITS,2000,1,26,126417,Clupea harengus,200,120.034524
BITS,2000,1,26,126417,Clupea harengus,205,70.561215
BITS,2000,1,26,126417,Clupea harengus,210,59.402114
BITS,2000,1,26,126417,Clupea harengus,215,36.899016
BITS,2000,1,26,126417,Clupea harengus,220,31.926804
BITS,2000,1,26,126417,Clupea harengus,225,20.200865
BITS,2000,1,26,126417,Clupea harengus,230,9.49259
BITS,2000,1,26,126417,Clupea harengus,235,13.276108
BITS,2000,1,26,126417,Clupea harengus,240,9.970544
BITS,2000,1,26,126417,Clupea harengus,245,2.932284
BITS,2000,1,26,126417,Clupea harengus,250,2.506273
BITS,2000,1,26,126417,Clupea harengus,255,1.635337
BITS,2000,1,26,126417,Clupea harengus,260,3.88497
BITS,2000,1,26,126417,Clupea harengus,265,1.118382
BITS,2000,1,26,126417,Clupea harengus,270,2.17947
BITS,2000,1,26,126417,Clupea harengus,275,0.693517
BITS,2000,1,26,126417,Clupea harengus,280,0.505494
BITS,2000,1,26,126417,Clupea harengus,285,1.587506
BITS,2000,1,26,126417,Clupea harengus,290,0.74909
BITS,2000,1,26,126417,Clupea harengus,295,0.311645
BITS,2000,1,26,126417,Clupea harengus,305,0.810699
BITS,2000,1,26,126417,Clupea harengus,310,0.044084
BITS,2000,1,26,126417,Clupea harengus,315,0.151825
BITS,2000,1,26,126417,Clupea harengus,320,0.072676
BITS,2000,1,27,126417,Clupea harengus,80,2.230513
BITS,2000,1,27,126417,Clupea harengus,90,19.699431
BITS,2000,1,27,126417,Clupea harengus,95,6.550445
BITS,2000,1,27,126417,Clupea harengus,105,3.783229
BITS,2000,1,27,126417,Clupea harengus,110,7.713967
BITS,2000,1,27,126417,Clupea harengus,115,7.710892
BITS,2000,1,27,126417,Clupea harengus,120,1.115427
BITS,2000,1,27,126417,Clupea harengus,125,2.767216
BITS,2000,1,27,126417,Clupea harengus,130,8.82632
BITS,2000,1,27,126417,Clupea harengus,135,30.564956
BITS,2000,1,27,126417,Clupea harengus,140,36.159783
BITS,2000,1,27,126417,Clupea harengus,145,118.194943
BITS,2000,1,27,126417,Clupea harengus,150,153.70593
BITS,2000,1,27,126417,Clupea harengus,155,203.967516
BITS,2000,1,27,126417,Clupea harengus,160,294.234438
BITS,2000,1,27,126417,Clupea harengus,165,403.291795
BITS,2000,1,27,126417,Clupea harengus,170,377.107807
BITS,2000,1,27,126417,Clupea harengus,175,379.299518
BITS,2000,1,27,126417,Clupea harengus,180,403.527133
BITS,2000,1,27,126417,Clupea harengus,185,330.778663
BITS,2000,1,27,126417,Clupea harengus,190,260.47822
BITS,2000,1,27,126417,Clupea harengus,195,221.669623
BITS,2000,1,27,126417,Clupea harengus,200,150.685433
BITS,2000,1,27,126417,Clupea harengus,205,96.738293
BITS,2000,1,27,126417,Clupea harengus,210,66.926791
BITS,2000,1,27,126417,Clupea harengus,215,26.780274
BITS,2000,1,27,126417,Clupea harengus,220,22.990786
BITS,2000,1,27,126417,Clupea harengus,225,17.664407
BITS,2000,1,27,126417,Clupea harengus,230,2.667801
BITS,2000,1,27,126417,Clupea harengus,240,12.760133
BITS,2000,1,27,126417,Clupea harengus,245,1.115427
BITS,2000,1,27,126417,Clupea harengus,250,2.667801
BITS,2000,1,27,126417,Clupea harengus,255,2.667801
BITS,2000,1,27,126417,Clupea harengus,280,2.667801
BITS,2000,1,27,126417,Clupea harengus,285,5.046165
BITS,2000,1,28,126417,Clupea harengus,0,0
BITS,2000,1,28,126417,Clupea harengus,75,0.15489
BITS,2000,1,28,126417,Clupea harengus,80,7.34081
BITS,2000,1,28,126417,Clupea harengus,85,18.759199
BITS,2000,1,28,126417,Clupea harengus,90,70.414109
BITS,2000,1,28,126417,Clupea harengus,95,100.8723
BITS,2000,1,28,126417,Clupea harengus,100,71.032635
BITS,2000,1,28,126417,Clupea harengus,105,48.189686
BITS,2000,1,28,126417,Clupea harengus,110,27.894668
BITS,2000,1,28,126417,Clupea harengus,115,8.877786
BITS,2000,1,28,126417,Clupea harengus,120,0.559928
BITS,2000,1,28,126417,Clupea harengus,125,13.539751
BITS,2000,1,28,126417,Clupea harengus,130,7.810806
BITS,2000,1,28,126417,Clupea harengus,135,10.378769
BITS,2000,1,28,126417,Clupea harengus,140,48.49776
BITS,2000,1,28,126417,Clupea harengus,145,82.657965
BITS,2000,1,28,126417,Clupea harengus,150,172.596231
BITS,2000,1,28,126417,Clupea harengus,155,201.166691
BITS,2000,1,28,126417,Clupea harengus,160,330.472511
BITS,2000,1,28,126417,Clupea harengus,165,461.805065
BITS,2000,1,28,126417,Clupea harengus,170,429.208089
BITS,2000,1,28,126417,Clupea harengus,175,432.752431
BITS,2000,1,28,126417,Clupea harengus,180,413.373785
BITS,2000,1,28,126417,Clupea harengus,185,317.082662
BITS,2000,1,28,126417,Clupea harengus,190,207.268586
BITS,2000,1,28,126417,Clupea harengus,195,129.034071
BITS,2000,1,28,126417,Clupea harengus,200,81.367967
BITS,2000,1,28,126417,Clupea harengus,205,39.367636
BITS,2000,1,28,126417,Clupea harengus,210,20.591689
BITS,2000,1,28,126417,Clupea harengus,215,18.073196
BITS,2000,1,28,126417,Clupea harengus,220,1.580696
BITS,2000,1,28,126417,Clupea harengus,225,0.421774
BITS,2000,1,28,126417,Clupea harengus,230,5.90759
BITS,2000,1,28,126417,Clupea harengus,235,0.84365
BITS,2000,1,28,126417,Clupea harengus,240,0.270637
BITS,2000,1,28,126417,Clupea harengus,245,3.633044
BITS,2000,1,28,126417,Clupea harengus,250,4.578633
BITS,2000,1,28,126417,Clupea harengus,255,0.156259
BITS,2000,1,28,126417,Clupea harengus,260,0.091091
BITS,2000,1,28,126417,Clupea harengus,270,0.071559
BITS,2000,1,28,126417,Clupea harengus,275,0.156259
BITS,2000,1,28,126417,Clupea harengus,280,0.071559
BITS,2000,1,28,126417,Clupea harengus,305,0.631487
BITS,2000,1,28,126417,Clupea harengus,325,3.777
BITS,2000,4,21,126417,Clupea harengus,0,0
BITS,2000,4,21,126417,Clupea harengus,110,3.071504
BITS,2000,4,21,126417,Clupea harengus,115,4.188414
BITS,2000,4,21,126417,Clupea harengus,125,8.516443
BITS,2000,4,21,126417,Clupea harengus,130,20.523233
BITS,2000,4,21,126417,Clupea harengus,135,21.640143
BITS,2000,4,21,126417,Clupea harengus,140,17.883349
BITS,2000,4,21,126417,Clupea harengus,145,71.016155
BITS,2000,4,21,126417,Clupea harengus,150,86.011575
BITS,2000,4,21,126417,Clupea harengus,155,106.332672
BITS,2000,4,21,126417,Clupea harengus,160,75.19735
BITS,2000,4,21,126417,Clupea harengus,165,37.117566
BITS,2000,4,21,126417,Clupea harengus,170,17.18528
BITS,2000,4,21,126417,Clupea harengus,175,9.49374
BITS,2000,4,21,126417,Clupea harengus,180,11.483636
BITS,2000,4,21,126417,Clupea harengus,185,27.213578
BITS,2000,4,21,126417,Clupea harengus,190,22.344634
BITS,2000,4,21,126417,Clupea harengus,195,19.553731
BITS,2000,4,21,126417,Clupea harengus,200,6.276487
BITS,2000,4,21,126417,Clupea harengus,205,0.436381
BITS,2000,4,21,126417,Clupea harengus,210,0.279227
BITS,2000,4,21,126417,Clupea harengus,220,0.139613
BITS,2000,4,21,126417,Clupea harengus,230,0.139613
BITS,2000,4,21,126417,Clupea harengus,265,0.837682
BITS,2000,4,21,126417,Clupea harengus,280,0.279227
BITS,2000,4,21,126417,Clupea harengus,295,0.279227
BITS,2000,4,22,126417,Clupea harengus,75,0.057445
BITS,2000,4,22,126417,Clupea harengus,80,0.028722
BITS,2000,4,22,126417,Clupea harengus,85,11.918957
BITS,2000,4,22,126417,Clupea harengus,90,43.245892
BITS,2000,4,22,126417,Clupea harengus,95,65.190249
BITS,2000,4,22,126417,Clupea harengus,100,20.7089
BITS,2000,4,22,126417,Clupea harengus,105,18.665355
BITS,2000,4,22,126417,Clupea harengus,110,65.086519
BITS,2000,4,22,126417,Clupea harengus,115,70.762322
BITS,2000,4,22,126417,Clupea harengus,120,147.312073
BITS,2000,4,22,126417,Clupea harengus,125,248.003618
BITS,2000,4,22,126417,Clupea harengus,130,273.018941
BITS,2000,4,22,126417,Clupea harengus,135,164.675028
BITS,2000,4,22,126417,Clupea harengus,140,134.695629
BITS,2000,4,22,126417,Clupea harengus,145,86.526812
BITS,2000,4,22,126417,Clupea harengus,150,69.396338
BITS,2000,4,22,126417,Clupea harengus,155,71.165481
BITS,2000,4,22,126417,Clupea harengus,160,110.134684
BITS,2000,4,22,126417,Clupea harengus,165,84.165704
BITS,2000,4,22,126417,Clupea harengus,170,117.821498
BITS,2000,4,22,126417,Clupea harengus,175,217.114091
BITS,2000,4,22,126417,Clupea harengus,180,388.690738
BITS,2000,4,22,126417,Clupea harengus,185,366.202501
BITS,2000,4,22,126417,Clupea harengus,190,203.497656
BITS,2000,4,22,126417,Clupea harengus,195,50.268503
BITS,2000,4,22,126417,Clupea harengus,200,9.775264
BITS,2000,4,22,126417,Clupea harengus,205,3.746428
BITS,2000,4,22,126417,Clupea harengus,210,4.808749
BITS,2000,4,22,126417,Clupea harengus,215,3.775151
BITS,2000,4,22,126417,Clupea harengus,220,1.936364
BITS,2000,4,22,126417,Clupea harengus,225,1.436844
BITS,2000,4,22,126417,Clupea harengus,230,1.875827
BITS,2000,4,22,126417,Clupea harengus,235,1.229776
BITS,2000,4,22,126417,Clupea harengus,240,2.785192
BITS,2000,4,22,126417,Clupea harengus,245,1.014565
BITS,2000,4,22,126417,Clupea harengus,250,1.770627
BITS,2000,4,22,126417,Clupea harengus,255,0.985842
BITS,2000,4,22,126417,Clupea harengus,265,0.870952
BITS,2000,4,22,126417,Clupea harengus,270,0.899675
BITS,2000,4,22,126417,Clupea harengus,275,0.028722
BITS,2000,4,22,126417,Clupea harengus,280,0.870952
BITS,2000,4,22,126417,Clupea harengus,290,1.741904
BITS,2000,4,22,126417,Clupea harengus,295,0.870952
BITS,2000,4,23,126417,Clupea harengus,110,8.400606
BITS,2000,4,23,126417,Clupea harengus,115,21.001517
BITS,2000,4,23,126417,Clupea harengus,120,65.004552
BITS,2000,4,23,126417,Clupea harengus,125,141.410217
BITS,2000,4,23,126417,Clupea harengus,130,184.813353
BITS,2000,4,23,126417,Clupea harengus,135,65.004552
BITS,2000,4,23,126417,Clupea harengus,140,64.404653
BITS,2000,4,23,126417,Clupea harengus,145,17.401112
BITS,2000,4,23,126417,Clupea harengus,150,25.20182
BITS,2000,4,23,126417,Clupea harengus,155,9.000505
BITS,2000,4,23,126417,Clupea harengus,160,21.601416
BITS,2000,4,23,126417,Clupea harengus,165,9.000505
BITS,2000,4,23,126417,Clupea harengus,170,9.000505
BITS,2000,4,23,126417,Clupea harengus,175,5.400101
BITS,2000,4,23,126417,Clupea harengus,180,31.20182
BITS,2000,4,23,126417,Clupea harengus,185,19.800708
BITS,2000,4,23,126417,Clupea harengus,190,21.000505
BITS,2000,4,23,126417,Clupea harengus,195,10.800202
BITS,2000,4,23,126417,Clupea harengus,200,8.400606
BITS,2000,4,23,126417,Clupea harengus,205,5.400101
BITS,2000,4,23,126417,Clupea harengus,240,4.200303
BITS,2000,4,23,126417,Clupea harengus,245,2.399595
BITS,2000,4,23,126417,Clupea harengus,250,0.599898
BITS,2000,4,24,126417,Clupea harengus,80,0.161263
BITS,2000,4,24,126417,Clupea harengus,90,1.358024
BITS,2000,4,24,126417,Clupea harengus,95,0.345265
BITS,2000,4,24,126417,Clupea harengus,100,1.183539
BITS,2000,4,24,126417,Clupea harengus,105,4.063651
BITS,2000,4,24,126417,Clupea harengus,110,10.33449
BITS,2000,4,24,126417,Clupea harengus,115,32.904598
BITS,2000,4,24,126417,Clupea harengus,120,88.231836
BITS,2000,4,24,126417,Clupea harengus,125,157.872169
BITS,2000,4,24,126417,Clupea harengus,130,194.780305
BITS,2000,4,24,126417,Clupea harengus,135,171.383972
BITS,2000,4,24,126417,Clupea harengus,140,96.140399
BITS,2000,4,24,126417,Clupea harengus,145,64.241347
BITS,2000,4,24,126417,Clupea harengus,150,38.868049
BITS,2000,4,24,126417,Clupea harengus,155,29.794786
BITS,2000,4,24,126417,Clupea harengus,160,16.517903
BITS,2000,4,24,126417,Clupea harengus,165,15.333857
BITS,2000,4,24,126417,Clupea harengus,170,20.336413
BITS,2000,4,24,126417,Clupea harengus,175,36.25986
BITS,2000,4,24,126417,Clupea harengus,180,60.211936
BITS,2000,4,24,126417,Clupea harengus,185,61.125648
BITS,2000,4,24,126417,Clupea harengus,190,69.311194
BITS,2000,4,24,126417,Clupea harengus,195,43.279759
BITS,2000,4,24,126417,Clupea harengus,200,30.565821
BITS,2000,4,24,126417,Clupea harengus,205,38.013208
BITS,2000,4,24,126417,Clupea harengus,210,51.269297
BITS,2000,4,24,126417,Clupea harengus,215,48.162861
BITS,2000,4,24,126417,Clupea harengus,220,45.278074
BITS,2000,4,24,126417,Clupea harengus,225,45.389172
BITS,2000,4,24,126417,Clupea harengus,230,30.305026
BITS,2000,4,24,126417,Clupea harengus,235,27.341699
BITS,2000,4,24,126417,Clupea harengus,240,25.283872
BITS,2000,4,24,126417,Clupea harengus,245,19.694935
BITS,2000,4,24,126417,Clupea harengus,250,14.723043
BITS,2000,4,24,126417,Clupea harengus,255,17.193973
BITS,2000,4,24,126417,Clupea harengus,260,13.790932
BITS,2000,4,24,126417,Clupea harengus,265,9.536444
BITS,2000,4,24,126417,Clupea harengus,270,16.374415
BITS,2000,4,24,126417,Clupea harengus,275,11.240598
BITS,2000,4,24,126417,Clupea harengus,280,4.966633
BITS,2000,4,24,126417,Clupea harengus,285,4.937656
BITS,2000,4,24,126417,Clupea harengus,290,3.830287
BITS,2000,4,24,126417,Clupea harengus,295,0.321633
BITS,2000,4,24,126417,Clupea harengus,300,2.017884
BITS,2000,4,24,126417,Clupea harengus,305,0.311801
BITS,2000,4,24,126417,Clupea harengus,310,0.328685
BITS,2000,4,24,126417,Clupea harengus,315,0.019663
BITS,2000,4,25,126417,Clupea harengus,0,0
BITS,2000,4,25,126417,Clupea harengus,110,0.418263
BITS,2000,4,25,126417,Clupea harengus,120,0.562733
BITS,2000,4,25,126417,Clupea harengus,125,5.701838
BITS,2000,4,25,126417,Clupea harengus,130,12.409826
BITS,2000,4,25,126417,Clupea harengus,135,19.686958
BITS,2000,4,25,126417,Clupea harengus,140,44.222926
BITS,2000,4,25,126417,Clupea harengus,145,35.539859
BITS,2000,4,25,126417,Clupea harengus,150,34.571274
BITS,2000,4,25,126417,Clupea harengus,155,46.135083
BITS,2000,4,25,126417,Clupea harengus,160,95.60713
BITS,2000,4,25,126417,Clupea harengus,165,241.165952
BITS,2000,4,25,126417,Clupea harengus,170,299.31059
BITS,2000,4,25,126417,Clupea harengus,175,368.807785
BITS,2000,4,25,126417,Clupea harengus,180,348.95088
BITS,2000,4,25,126417,Clupea harengus,185,364.171534
BITS,2000,4,25,126417,Clupea harengus,190,389.647128
BITS,2000,4,25,126417,Clupea harengus,195,325.683704
BITS,2000,4,25,126417,Clupea harengus,200,313.381841
BITS,2000,4,25,126417,Clupea harengus,205,194.279605
BITS,2000,4,25,126417,Clupea harengus,210,191.453717
BITS,2000,4,25,126417,Clupea harengus,215,134.32934
BITS,2000,4,25,126417,Clupea harengus,220,99.902732
BITS,2000,4,25,126417,Clupea harengus,225,60.153298
BITS,2000,4,25,126417,Clupea harengus,230,42.433979
BITS,2000,4,25,126417,Clupea harengus,235,29.936234
BITS,2000,4,25,126417,Clupea harengus,240,29.349804
BITS,2000,4,25,126417,Clupea harengus,245,16.658635
BITS,2000,4,25,126417,Clupea harengus,250,10.436461
BITS,2000,4,25,126417,Clupea harengus,255,2.149102
BITS,2000,4,25,126417,Clupea harengus,260,0.667839
BITS,2000,4,25,126417,Clupea harengus,265,3.240009
BITS,2000,4,25,126417,Clupea harengus,270,0.155246
BITS,2000,4,26,126417,Clupea harengus,0,0
BITS,2000,4,26,126417,Clupea harengus,145,13.684311
BITS,2000,4,26,126417,Clupea harengus,150,84.243748
